110   359	0.01480	0.00222	-0.00089	0.00100
115   359	0.01480	0.00222	-0.00089	0.00100
120   359	0.02323	0.00348	-0.00139	0.00126
125   359	0.03028	0.00454	-0.00182	0.00144
130   359	0.03558	0.00534	-0.00213	0.00157
135   359	0.04003	0.00600	-0.00240	0.00168
140   359	0.04269	0.00640	-0.00256	0.00174
145   359	0.04269	0.00640	-0.00256	0.00174
150   359	0.04334	0.00650	-0.00260	0.00176
155   359	0.04334	0.00650	-0.00260	0.00176
160   359	0.03700	0.00555	-0.00222	0.00162
170   359	0.03228	0.00484	-0.00194	0.00150
180   359	0.03981	0.00597	-0.00239	0.00167
190   359	0.06208	0.00931	-0.00372	0.00212
200   359	0.06409	0.00961	-0.00385	0.00216
250   359	0.07229	0.01084	-0.00434	0.00231
300   359	0.06830	0.01025	-0.00410	0.00229
350   359	0.06316	0.00947	-0.00379	0.00220
400   359	0.05282	0.00792	-0.00317	0.00198
450   359	0.03458	0.00519	-0.00207	0.00157
500   359	0.02816	0.00422	-0.00169	0.00140
550   359	0.02254	0.00338	-0.00135	0.00124
600   359	0.01728	0.00259	-0.00104	0.00107
