110   485	0.04658	0.00349	0.00214	0.00154
115   485	0.04658	0.00349	0.00214	0.00154
120   485	0.07380	0.00554	0.00339	0.00198
125   485	0.09669	0.00725	0.00445	0.00229
130   485	0.11254	0.00844	0.00518	0.00250
135   485	0.12176	0.00913	0.00560	0.00260
140   485	0.12841	0.00963	0.00591	0.00268
145   485	0.12841	0.00963	0.00591	0.00268
150   485	0.10607	0.00796	0.00488	0.00241
155   485	0.10607	0.00796	0.00488	0.00241
160   485	0.07340	0.00551	0.00338	0.00196
170   485	0.06042	0.00453	0.00278	0.00175
180   485	0.07205	0.00540	0.00331	0.00193
190   485	0.11020	0.00826	0.00507	0.00242
200   485	0.10794	0.00810	0.00497	0.00242
250   485	0.09148	0.00686	0.00421	0.00221
300   485	0.08528	0.00640	0.00392	0.00213
350   485	0.07673	0.00575	0.00353	0.00200
400   485	0.06097	0.00457	0.00280	0.00176
450   485	0.03345	0.00251	0.00154	0.00128
500   485	0.02383	0.00179	0.00110	0.00107
550   485	0.01753	0.00131	0.00081	0.00092
600   485	0.01316	0.00099	0.00061	0.00092
